2025-04-30 12:56:42.229050: I external/local_xla/xla/tsl/cuda/cudart_stub.cc:32] Could not find cuda drivers on your machine, GPU will not be used.
2025-04-30 12:57:09,887 - ERROR - DOID.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:09,890 - ERROR - Error mengambil data DSSA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:09,890 - ERROR - Error mengambil data DUCK.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:09,890 - ERROR - DSSA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:09,890 - ERROR - DUCK.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:09,892 - ERROR - Error mengambil data DUTI.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:09,893 - ERROR - DUTI.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:10,733 - ERROR - Error mengambil data DVLA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:10,733 - ERROR - DVLA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:10,736 - ERROR - Error mengambil data DYAN.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:10,736 - ERROR - DYAN.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:10,736 - ERROR - Error mengambil data EAST.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:10,736 - ERROR - EAST.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:10,739 - ERROR - Error mengambil data ECII.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:10,739 - ERROR - ECII.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:11,222 - ERROR - Error mengambil data ELSA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:11,223 - ERROR - Error mengambil data EMDE.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:11,223 - ERROR - ELSA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:11,223 - ERROR - Error mengambil data EKAD.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:11,223 - ERROR - EMDE.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:11,224 - ERROR - EKAD.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:11,231 - ERROR - Error mengambil data EDGE.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:11,231 - ERROR - EDGE.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:11,710 - ERROR - Error mengambil data ENRG.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:11,710 - ERROR - ENRG.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:11,712 - ERROR - Error mengambil data EPAC.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:11,713 - ERROR - Error mengambil data ENZO.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:11,713 - ERROR - EPAC.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:11,713 - ERROR - ENZO.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:11,716 - ERROR - Error mengambil data EMTK.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:11,716 - ERROR - EMTK.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:12,344 - ERROR - Error mengambil data ERA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:12,344 - ERROR - ERA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:12,346 - ERROR - Error mengambil data ERAA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:12,346 - ERROR - ERAA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:12,348 - ERROR - Error mengambil data ESTA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:12,349 - ERROR - ESTA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:12,355 - ERROR - Error mengambil data ESSA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:12,355 - ERROR - ESSA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:12,853 - ERROR - Error mengambil data FAST.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:12,853 - ERROR - FAST.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:12,856 - ERROR - Error mengambil data FISH.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:12,856 - ERROR - FISH.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:12,856 - ERROR - Error mengambil data FASW.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:12,857 - ERROR - Error mengambil data FILM.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:12,858 - ERROR - FASW.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:12,858 - ERROR - FILM.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:13,612 - ERROR - Error mengambil data FLMC.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:13,612 - ERROR - FLMC.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:13,613 - ERROR - Error mengambil data FMII.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:13,613 - ERROR - FMII.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:13,616 - ERROR - Error mengambil data FOOD.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:13,616 - ERROR - FOOD.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:13,659 - ERROR - Error mengambil data FITT.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:13,659 - ERROR - FITT.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:14,292 - ERROR - Error mengambil data FORU.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:14,293 - ERROR - FORU.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:14,294 - ERROR - Error mengambil data FPNI.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:14,294 - ERROR - FPNI.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:14,294 - ERROR - Error mengambil data GAMA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:14,298 - ERROR - GAMA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:14,822 - ERROR - Error mengambil data GEMS.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:14,823 - ERROR - GEMS.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:14,827 - ERROR - Error mengambil data GGRM.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:14,827 - ERROR - GGRM.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:15,263 - ERROR - Error mengambil data GJTL.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:15,263 - ERROR - GJTL.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:15,265 - ERROR - Error mengambil data GLVA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:15,266 - ERROR - Error mengambil data GOOD.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:15,266 - ERROR - GLVA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:15,267 - ERROR - GOOD.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:15,738 - ERROR - Error mengambil data GSMF.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:15,739 - ERROR - GSMF.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:15,742 - ERROR - Error mengambil data GPRA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:15,742 - ERROR - GPRA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:16,179 - ERROR - Error mengambil data HDTX.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:16,180 - ERROR - HDTX.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:16,183 - ERROR - Error mengambil data GZCO.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:16,183 - ERROR - GZCO.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:16,185 - ERROR - Error mengambil data HERO.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:16,185 - ERROR - HERO.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:16,623 - ERROR - Error mengambil data HEXA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:16,623 - ERROR - HEXA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:16,626 - ERROR - Error mengambil data HITS.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:16,626 - ERROR - HITS.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:17,296 - ERROR - Error mengambil data HKMU.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:17,296 - ERROR - HKMU.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:17,299 - ERROR - Error mengambil data HMSP.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:17,299 - ERROR - HMSP.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:17,874 - ERROR - Error mengambil data HRUM.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:17,874 - ERROR - HRUM.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:17,923 - ERROR - Error mengambil data HOKI.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:17,923 - ERROR - HOKI.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:18,393 - ERROR - Error mengambil data ICBP.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:18,393 - ERROR - ICBP.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:18,396 - ERROR - Error mengambil data IFII.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:18,396 - ERROR - IFII.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:18,398 - ERROR - Error mengambil data IDPR.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:18,398 - ERROR - IDPR.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:18,869 - ERROR - Error mengambil data INAF.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:18,870 - ERROR - INAF.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:18,873 - ERROR - Error mengambil data INAI.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:18,874 - ERROR - INAI.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:18,874 - ERROR - Error mengambil data INCF.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:18,874 - ERROR - INCF.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:19,572 - ERROR - Error mengambil data INCI.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:19,572 - ERROR - INCI.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:19,576 - ERROR - Error mengambil data INCO.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:19,576 - ERROR - INCO.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:20,092 - ERROR - Error mengambil data INDY.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:20,092 - ERROR - INDY.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:20,095 - ERROR - Error mengambil data INDF.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:20,095 - ERROR - Error mengambil data INKP.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:20,095 - ERROR - INDF.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:20,096 - ERROR - INKP.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:20,571 - ERROR - Error mengambil data INTA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:20,571 - ERROR - INTA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:20,576 - ERROR - Error mengambil data INPP.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:20,577 - ERROR - INPP.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:21,094 - ERROR - Error mengambil data INTP.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:21,094 - ERROR - INTP.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:21,096 - ERROR - Error mengambil data INTD.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:21,096 - ERROR - INTD.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:21,099 - ERROR - Error mengambil data IPCC.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:21,099 - ERROR - IPCC.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:21,565 - ERROR - Error mengambil data IPCM.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:21,565 - ERROR - IPCM.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:21,586 - ERROR - Error mengambil data IPTV.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:21,586 - ERROR - IPTV.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:21,614 - ERROR - Error mengambil data IPOL.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:21,615 - ERROR - IPOL.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:22,165 - ERROR - Error mengambil data ITMG.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:22,165 - ERROR - Error mengambil data IRRA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:22,166 - ERROR - Error mengambil data ISAT.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:22,166 - ERROR - ITMG.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:22,166 - ERROR - IRRA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:22,166 - ERROR - ISAT.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:22,962 - ERROR - Error mengambil data JAST.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:22,964 - ERROR - JAST.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:23,691 - ERROR - Error mengambil data JKON.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:23,691 - ERROR - Error mengambil data JAWA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:23,692 - ERROR - JKON.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:23,692 - ERROR - JAWA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:23,697 - ERROR - Error mengambil data JGLE.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:23,697 - ERROR - JGLE.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:24,167 - ERROR - Error mengambil data JPFA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:24,168 - ERROR - JPFA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:24,168 - ERROR - Error mengambil data JSMR.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:24,168 - ERROR - JSMR.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:24,169 - ERROR - Error mengambil data KAEF.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:24,169 - ERROR - KAEF.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:24,882 - ERROR - Error mengambil data KARW.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:24,882 - ERROR - KARW.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:25,551 - ERROR - Error mengambil data KDSI.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:25,551 - ERROR - KDSI.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:25,553 - ERROR - Error mengambil data KIAS.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:25,553 - ERROR - KIAS.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:25,555 - ERROR - Error mengambil data KBLI.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:25,555 - ERROR - KBLI.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:25,557 - ERROR - Error mengambil data KBLM.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:25,557 - ERROR - KBLM.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:26,024 - ERROR - Error mengambil data KINO.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:26,024 - ERROR - KINO.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:26,026 - ERROR - Error mengambil data KLBF.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:26,027 - ERROR - Error mengambil data KIJA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:26,027 - ERROR - KLBF.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:26,027 - ERROR - KIJA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:26,030 - ERROR - Error mengambil data KMTR.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:26,030 - ERROR - KMTR.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:26,512 - ERROR - Error mengambil data LIFE.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:26,512 - ERROR - Error mengambil data LINK.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:26,513 - ERROR - Error mengambil data LPKR.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:26,513 - ERROR - LIFE.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:26,514 - ERROR - Error mengambil data LEAD.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:26,514 - ERROR - LINK.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:26,514 - ERROR - LPKR.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:26,514 - ERROR - LEAD.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:27,011 - ERROR - Error mengambil data LUCK.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:27,011 - ERROR - LUCK.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:27,012 - ERROR - Error mengambil data LPPF.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:27,012 - ERROR - LPPF.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:27,015 - ERROR - Error mengambil data MAPB.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:27,016 - ERROR - MAPB.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:27,062 - ERROR - Error mengambil data MAIN.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:27,063 - ERROR - MAIN.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:27,503 - ERROR - Error mengambil data MAPA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:27,504 - ERROR - MAPA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:27,505 - ERROR - Error mengambil data MASA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:27,505 - ERROR - MASA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:27,505 - ERROR - Error mengambil data MCAS.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:27,506 - ERROR - MCAS.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:28,234 - ERROR - Error mengambil data MDKA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:28,234 - ERROR - MDKA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:28,238 - ERROR - Error mengambil data MEDC.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:28,238 - ERROR - MEDC.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:28,242 - ERROR - Error mengambil data MIDI.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:28,242 - ERROR - MIDI.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:28,287 - ERROR - Error mengambil data MFIN.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:28,287 - ERROR - MFIN.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:28,737 - ERROR - Error mengambil data MIRA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:28,738 - ERROR - MIRA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:28,740 - ERROR - Error mengambil data MITI.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:28,741 - ERROR - MITI.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:28,785 - ERROR - Error mengambil data MKNT.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:28,786 - ERROR - MKNT.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:29,194 - ERROR - Error mengambil data MLPL.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:29,195 - ERROR - MLPL.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:29,198 - ERROR - Error mengambil data MLPT.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:29,198 - ERROR - MLPT.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:29,658 - ERROR - Error mengambil data MNCN.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:29,658 - ERROR - MNCN.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:29,662 - ERROR - Error mengambil data MPPA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:29,662 - ERROR - MPPA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:29,664 - ERROR - Error mengambil data MPRO.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:29,664 - ERROR - MPRO.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:30,331 - ERROR - Error mengambil data MTDL.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:30,331 - ERROR - MTDL.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:30,335 - ERROR - Error mengambil data MYOR.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:30,335 - ERROR - MYOR.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:30,802 - ERROR - Error mengambil data NATO.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:30,803 - ERROR - NATO.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:30,804 - ERROR - Error mengambil data NELY.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:30,804 - ERROR - NELY.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:31,280 - ERROR - Error mengambil data NISP.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:31,280 - ERROR - NISP.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:31,285 - ERROR - Error mengambil data NRCA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:31,285 - ERROR - Error mengambil data NFCX.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:31,285 - ERROR - NRCA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:31,285 - ERROR - NFCX.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:31,827 - ERROR - Error mengambil data OMRE.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:31,827 - ERROR - OMRE.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:31,870 - ERROR - Error mengambil data OKAS.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:31,871 - ERROR - OKAS.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:32,276 - ERROR - Error mengambil data PBID.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:32,276 - ERROR - PBID.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:32,278 - ERROR - Error mengambil data PANI.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:32,279 - ERROR - PANI.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:32,752 - ERROR - Error mengambil data PCAR.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:32,752 - ERROR - PCAR.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:32,755 - ERROR - Error mengambil data PDES.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:32,756 - ERROR - PDES.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:33,204 - ERROR - Error mengambil data PGAS.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:33,204 - ERROR - PGAS.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:33,206 - ERROR - Error mengambil data PEHA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:33,206 - ERROR - PEHA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:33,858 - ERROR - Error mengambil data PMJS.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:33,859 - ERROR - PMJS.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:33,862 - ERROR - Error mengambil data PJAA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:33,862 - ERROR - PJAA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:34,374 - ERROR - Error mengambil data PNBN.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:34,374 - ERROR - PNBN.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:34,376 - ERROR - Error mengambil data PNLF.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:34,377 - ERROR - PNLF.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:34,888 - ERROR - Error mengambil data POOL.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:34,888 - ERROR - POOL.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:34,889 - ERROR - Error mengambil data PPGL.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:34,889 - ERROR - PPGL.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:34,890 - ERROR - Error mengambil data POLA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:34,890 - ERROR - POLA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:35,506 - ERROR - Error mengambil data PPRO.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:35,506 - ERROR - PPRO.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:36,044 - ERROR - Error mengambil data PTBA.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:36,044 - ERROR - PTBA.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:36,045 - ERROR - Error mengambil data PSSI.JK: Too Many Requests. Rate limited. Try after a while.
2025-04-30 12:57:36,045 - ERROR - PSSI.JK: Data saham tidak ditemukan atau kosong.
2025-04-30 12:57:36,045 - ERROR - Error mengambil data PTIS.JK: Too Many Requests. Rate limited. Try after a while.
